순번,위도,경도,,
1394,35.15483867,129.0320549,"[35.15483867, 129.0320549]","[35.15483867, 129.0320549]"
1395,35.15483451,129.031911,"[35.15483451, 129.031911]","[35.15483451, 129.031911]"
1396,35.15373431,129.0319941,"[35.15373431, 129.0319941]","[35.15373431, 129.0319941]"
1397,35.15378625,129.0323554,"[35.15378625, 129.0323554]","[35.15378625, 129.0323554]"
1398,35.1548428,129.0321984,"[35.1548428, 129.0321984]","[35.1548428, 129.0321984]"
1399,35.18295687,129.050716,"[35.18295687, 129.050716]","[35.18295687, 129.050716]"
1400,35.17487354,129.0488858,"[35.17487354, 129.0488858]","[35.17487354, 129.0488858]"
1401,35.16336371,129.0303113,"[35.16336371, 129.0303113]","[35.16336371, 129.0303113]"
1402,35.16340987,129.0306678,"[35.16340987, 129.0306678]","[35.16340987, 129.0306678]"
1403,35.1625613,129.0306048,"[35.1625613, 129.0306048]","[35.1625613, 129.0306048]"
1404,35.16434261,129.0315483,"[35.16434261, 129.0315483]","[35.16434261, 129.0315483]"
1405,35.17087017,129.0499179,"[35.17087017, 129.0499179]","[35.17087017, 129.0499179]"
1406,35.17028327,129.0500554,"[35.17028327, 129.0500554]","[35.17028327, 129.0500554]"
1407,35.17269196,129.0494742,"[35.17269196, 129.0494742]","[35.17269196, 129.0494742]"
1408,35.17768021,129.04812,"[35.17768021, 129.04812]","[35.17768021, 129.04812]"
1409,35.1662152,129.0435843,"[35.1662152, 129.0435843]","[35.1662152, 129.0435843]"
1410,35.16594648,129.0454779,"[35.16594648, 129.0454779]","[35.16594648, 129.0454779]"
1411,35.16558507,129.0607969,"[35.16558507, 129.0607969]","[35.16558507, 129.0607969]"
1412,35.16121651,129.0562998,"[35.16121651, 129.0562998]","[35.16121651, 129.0562998]"
1413,35.16037881,129.0569784,"[35.16037881, 129.0569784]","[35.16037881, 129.0569784]"
1414,35.16010518,129.0571971,"[35.16010518, 129.0571971]","[35.16010518, 129.0571971]"
1415,35.16301511,129.0549536,"[35.16301511, 129.0549536]","[35.16301511, 129.0549536]"
1416,35.1666925,129.0518564,"[35.1666925, 129.0518564]","[35.1666925, 129.0518564]"
1417,35.16523961,129.0530232,"[35.16523961, 129.0530232]","[35.16523961, 129.0530232]"
1418,35.18178334,129.0488802,"[35.18178334, 129.0488802]","[35.18178334, 129.0488802]"
1419,35.18153834,129.0489211,"[35.18153834, 129.0489211]","[35.18153834, 129.0489211]"
1420,35.18158824,129.0492906,"[35.18158824, 129.0492906]","[35.18158824, 129.0492906]"
1421,35.18162453,129.0491137,"[35.18162453, 129.0491137]","[35.18162453, 129.0491137]"
1422,35.17937834,129.0525156,"[35.17937834, 129.0525156]","[35.17937834, 129.0525156]"
1423,35.17864533,129.053223,"[35.17864533, 129.053223]","[35.17864533, 129.053223]"
1424,35.17787075,129.0537158,"[35.17787075, 129.0537158]","[35.17787075, 129.0537158]"
1425,35.17735832,129.0540405,"[35.17735832, 129.0540405]","[35.17735832, 129.0540405]"
1426,35.17624254,129.0545744,"[35.17624254, 129.0545744]","[35.17624254, 129.0545744]"
1427,35.16661395,129.0484965,"[35.16661395, 129.0484965]","[35.16661395, 129.0484965]"
1428,35.16595921,129.0415078,"[35.16595921, 129.0415078]","[35.16595921, 129.0415078]"
1429,35.16603162,129.0418613,"[35.16603162, 129.0418613]","[35.16603162, 129.0418613]"
1430,35.16540191,129.0390147,"[35.16540191, 129.0390147]","[35.16540191, 129.0390147]"
1431,35.16547747,129.0393659,"[35.16547747, 129.0393659]","[35.16547747, 129.0393659]"
1432,35.1651771,129.0367788,"[35.1651771, 129.0367788]","[35.1651771, 129.0367788]"
1433,35.16521083,129.0371837,"[35.16521083, 129.0371837]","[35.16521083, 129.0371837]"
1434,35.16494105,129.0345276,"[35.16494105, 129.0345276]","[35.16494105, 129.0345276]"
1435,35.16159655,129.0309423,"[35.16159655, 129.0309423]","[35.16159655, 129.0309423]"
1436,35.16885462,129.0504159,"[35.16885462, 129.0504159]","[35.16885462, 129.0504159]"
1437,35.16806649,129.0500752,"[35.16806649, 129.0500752]","[35.16806649, 129.0500752]"
1438,35.16786139,129.050479,"[35.16786139, 129.050479]","[35.16786139, 129.050479]"
1439,35.16796329,129.0508547,"[35.16796329, 129.0508547]","[35.16796329, 129.0508547]"
1440,35.16872907,129.050876,"[35.16872907, 129.050876]","[35.16872907, 129.050876]"
1441,35.15562671,129.0226347,"[35.15562671, 129.0226347]","[35.15562671, 129.0226347]"
1442,35.15727219,129.0249648,"[35.15727219, 129.0249648]","[35.15727219, 129.0249648]"
1443,35.1580353,129.0274036,"[35.1580353, 129.0274036]","[35.1580353, 129.0274036]"
1444,35.15897241,129.0313785,"[35.15897241, 129.0313785]","[35.15897241, 129.0313785]"
1445,35.15886419,129.0318153,"[35.15886419, 129.0318153]","[35.15886419, 129.0318153]"
1446,35.1596673,129.0316187,"[35.1596673, 129.0316187]","[35.1596673, 129.0316187]"
1447,35.15997752,129.0349417,"[35.15997752, 129.0349417]","[35.15997752, 129.0349417]"
1448,35.16150008,129.0397797,"[35.16150008, 129.0397797]","[35.16150008, 129.0397797]"
1449,35.16270736,129.0455697,"[35.16270736, 129.0455697]","[35.16270736, 129.0455697]"
1450,35.162565,129.0494089,"[35.162565, 129.0494089]","[35.162565, 129.0494089]"
1451,35.16182845,129.0493342,"[35.16182845, 129.0493342]","[35.16182845, 129.0493342]"
1452,35.16198956,129.0497673,"[35.16198956, 129.0497673]","[35.16198956, 129.0497673]"
1453,35.162391,129.0502141,"[35.162391, 129.0502141]","[35.162391, 129.0502141]"
1454,35.1625193,129.0499106,"[35.1625193, 129.0499106]","[35.1625193, 129.0499106]"
1455,35.15993952,129.0501553,"[35.15993952, 129.0501553]","[35.15993952, 129.0501553]"
1456,35.15504909,129.0515669,"[35.15504909, 129.0515669]","[35.15504909, 129.0515669]"
1457,35.1521763,129.0546227,"[35.1521763, 129.0546227]","[35.1521763, 129.0546227]"
1458,35.15157994,129.0550052,"[35.15157994, 129.0550052]","[35.15157994, 129.0550052]"
1459,35.15054777,129.0576733,"[35.15054777, 129.0576733]","[35.15054777, 129.0576733]"
1460,35.15033087,129.057754,"[35.15033087, 129.057754]","[35.15033087, 129.057754]"
1461,35.14466101,129.0559139,"[35.14466101, 129.0559139]","[35.14466101, 129.0559139]"
1462,35.14686864,129.0553221,"[35.14686864, 129.0553221]","[35.14686864, 129.0553221]"
1463,35.14895298,129.0533366,"[35.14895298, 129.0533366]","[35.14895298, 129.0533366]"
1464,35.14811087,129.0540904,"[35.14811087, 129.0540904]","[35.14811087, 129.0540904]"
1465,35.14989169,129.0524415,"[35.14989169, 129.0524415]","[35.14989169, 129.0524415]"
1466,35.15225046,129.0501772,"[35.15225046, 129.0501772]","[35.15225046, 129.0501772]"
1467,35.1576792,129.0506126,"[35.1576792, 129.0506126]","[35.1576792, 129.0506126]"
1468,35.1574515,129.0504248,"[35.1574515, 129.0504248]","[35.1574515, 129.0504248]"
1469,35.15720323,129.0503554,"[35.15720323, 129.0503554]","[35.15720323, 129.0503554]"
1470,35.15732239,129.05069,"[35.15732239, 129.05069]","[35.15732239, 129.05069]"
1471,35.15754282,129.0508789,"[35.15754282, 129.0508789]","[35.15754282, 129.0508789]"
1472,35.15780046,129.0509717,"[35.15780046, 129.0509717]","[35.15780046, 129.0509717]"
1473,35.17185859,129.0550298,"[35.17185859, 129.0550298]","[35.17185859, 129.0550298]"
1474,35.17079481,129.054936,"[35.17079481, 129.054936]","[35.17079481, 129.054936]"
1475,35.17053851,129.055092,"[35.17053851, 129.055092]","[35.17053851, 129.055092]"
1476,35.17081992,129.0552057,"[35.17081992, 129.0552057]","[35.17081992, 129.0552057]"
1477,35.1716302,129.0590482,"[35.1716302, 129.0590482]","[35.1716302, 129.0590482]"
1478,35.15041015,129.0624688,"[35.15041015, 129.0624688]","[35.15041015, 129.0624688]"
1479,35.15056318,129.0625994,"[35.15056318, 129.0625994]","[35.15056318, 129.0625994]"
1480,35.15071096,129.0590235,"[35.15071096, 129.0590235]","[35.15071096, 129.0590235]"
1481,35.15017194,129.0590101,"[35.15017194, 129.0590101]","[35.15017194, 129.0590101]"
1482,35.15032684,129.0592008,"[35.15032684, 129.0592008]","[35.15032684, 129.0592008]"
1483,35.15072866,129.0593724,"[35.15072866, 129.0593724]","[35.15072866, 129.0593724]"
1484,35.15780749,129.0622605,"[35.15780749, 129.0622605]","[35.15780749, 129.0622605]"
1485,35.15775267,129.0621461,"[35.15775267, 129.0621461]","[35.15775267, 129.0621461]"
1486,35.15771754,129.0623607,"[35.15771754, 129.0623607]","[35.15771754, 129.0623607]"
1487,35.15776033,129.0624958,"[35.15776033, 129.0624958]","[35.15776033, 129.0624958]"
1488,35.15775703,129.0623162,"[35.15775703, 129.0623162]","[35.15775703, 129.0623162]"
1489,35.14108422,129.0600793,"[35.14108422, 129.0600793]","[35.14108422, 129.0600793]"
1490,35.1413555,129.060316,"[35.1413555, 129.060316]","[35.1413555, 129.060316]"
1491,35.14680479,129.0587439,"[35.14680479, 129.0587439]","[35.14680479, 129.0587439]"
1492,35.14749362,129.0598684,"[35.14749362, 129.0598684]","[35.14749362, 129.0598684]"
1493,35.14891323,129.0633071,"[35.14891323, 129.0633071]","[35.14891323, 129.0633071]"
1494,35.14859493,129.063314,"[35.14859493, 129.063314]","[35.14859493, 129.063314]"
1495,35.14842617,129.0625568,"[35.14842617, 129.0625568]","[35.14842617, 129.0625568]"
1496,35.14898492,129.0631789,"[35.14898492, 129.0631789]","[35.14898492, 129.0631789]"
1497,35.14975854,129.0649735,"[35.14975854, 129.0649735]","[35.14975854, 129.0649735]"
1498,35.14929761,129.0652159,"[35.14929761, 129.0652159]","[35.14929761, 129.0652159]"
1499,35.14921363,129.0655932,"[35.14921363, 129.0655932]","[35.14921363, 129.0655932]"
1500,35.14927011,129.0658752,"[35.14927011, 129.0658752]","[35.14927011, 129.0658752]"
1501,35.14947319,129.0657618,"[35.14947319, 129.0657618]","[35.14947319, 129.0657618]"
1502,35.14975486,129.0654169,"[35.14975486, 129.0654169]","[35.14975486, 129.0654169]"
1503,35.15461938,129.0653497,"[35.15461938, 129.0653497]","[35.15461938, 129.0653497]"
1504,35.15548153,129.0653604,"[35.15548153, 129.0653604]","[35.15548153, 129.0653604]"
1505,35.15777596,129.0651179,"[35.15777596, 129.0651179]","[35.15777596, 129.0651179]"
1506,35.15764799,129.0654128,"[35.15764799, 129.0654128]","[35.15764799, 129.0654128]"
1507,35.15777364,129.0656422,"[35.15777364, 129.0656422]","[35.15777364, 129.0656422]"
1508,35.15809823,129.065454,"[35.15809823, 129.065454]","[35.15809823, 129.065454]"
1509,35.16137862,129.0654006,"[35.16137862, 129.0654006]","[35.16137862, 129.0654006]"
1510,35.16015659,129.0654339,"[35.16015659, 129.0654339]","[35.16015659, 129.0654339]"
1511,35.160723,129.0654262,"[35.160723, 129.0654262]","[35.160723, 129.0654262]"
1512,35.15348605,129.0205763,"[35.15348605, 129.0205763]","[35.15348605, 129.0205763]"
1513,35.15473346,129.0364584,"[35.15473346, 129.0364584]","[35.15473346, 129.0364584]"
1514,35.15760781,129.054537,"[35.15760781, 129.054537]","[35.15760781, 129.054537]"
1515,35.16414829,129.0634873,"[35.16414829, 129.0634873]","[35.16414829, 129.0634873]"
1516,35.1637863,129.0641978,"[35.1637863, 129.0641978]","[35.1637863, 129.0641978]"
1517,35.16393525,129.0643711,"[35.16393525, 129.0643711]","[35.16393525, 129.0643711]"
1518,35.16403022,129.0640929,"[35.16403022, 129.0640929]","[35.16403022, 129.0640929]"
1519,35.15839383,129.0585837,"[35.15839383, 129.0585837]","[35.15839383, 129.0585837]"
1520,35.15773586,129.0599531,"[35.15773586, 129.0599531]","[35.15773586, 129.0599531]"
1521,35.08161042,129.0707521,"[35.08161042, 129.0707521]","[35.08161042, 129.0707521]"
1522,35.06510762,129.081097,"[35.06510762, 129.081097]","[35.06510762, 129.081097]"
1523,35.09148796,129.0376053,"[35.09148796, 129.0376053]","[35.09148796, 129.0376053]"
1524,35.08449687,129.0682114,"[35.08449687, 129.0682114]","[35.08449687, 129.0682114]"
1525,35.0763,129.0654593,"[35.0763, 129.0654593]","[35.0763, 129.0654593]"
1526,35.07617442,129.0652946,"[35.07617442, 129.0652946]","[35.07617442, 129.0652946]"
1527,35.07215514,129.0754361,"[35.07215514, 129.0754361]","[35.07215514, 129.0754361]"
1528,35.07227041,129.0754687,"[35.07227041, 129.0754687]","[35.07227041, 129.0754687]"
1529,35.07165637,129.0762823,"[35.07165637, 129.0762823]","[35.07165637, 129.0762823]"
1530,35.07331852,129.0746494,"[35.07331852, 129.0746494]","[35.07331852, 129.0746494]"
1531,35.08320724,129.0427471,"[35.08320724, 129.0427471]","[35.08320724, 129.0427471]"
1532,35.08617478,129.0719173,"[35.08617478, 129.0719173]","[35.08617478, 129.0719173]"
1533,35.08630264,129.0722723,"[35.08630264, 129.0722723]","[35.08630264, 129.0722723]"
1534,35.07119036,129.0788135,"[35.07119036, 129.0788135]","[35.07119036, 129.0788135]"
1535,35.07122826,129.0792401,"[35.07122826, 129.0792401]","[35.07122826, 129.0792401]"
1536,35.07103477,129.0792081,"[35.07103477, 129.0792081]","[35.07103477, 129.0792081]"
1537,35.08449791,129.0747659,"[35.08449791, 129.0747659]","[35.08449791, 129.0747659]"
1538,35.0830868,129.0426885,"[35.0830868, 129.0426885]","[35.0830868, 129.0426885]"
1539,35.08398873,129.07616,"[35.08398873, 129.07616]","[35.08398873, 129.07616]"
1540,35.08093649,129.0746354,"[35.08093649, 129.0746354]","[35.08093649, 129.0746354]"
1541,35.08802176,129.0355337,"[35.08802176, 129.0355337]","[35.08802176, 129.0355337]"
1542,35.08811567,129.0357156,"[35.08811567, 129.0357156]","[35.08811567, 129.0357156]"
1543,35.0870882,129.0351778,"[35.0870882, 129.0351778]","[35.0870882, 129.0351778]"
1544,35.08779649,129.0355626,"[35.08779649, 129.0355626]","[35.08779649, 129.0355626]"
1545,35.08024913,129.0749277,"[35.08024913, 129.0749277]","[35.08024913, 129.0749277]"
1546,35.08052838,129.0748193,"[35.08052838, 129.0748193]","[35.08052838, 129.0748193]"
1547,35.07503978,129.0755518,"[35.07503978, 129.0755518]","[35.07503978, 129.0755518]"
1548,35.07520813,129.0753464,"[35.07520813, 129.0753464]","[35.07520813, 129.0753464]"
1549,35.07543142,129.0753979,"[35.07543142, 129.0753979]","[35.07543142, 129.0753979]"
1550,35.07631231,129.0751671,"[35.07631231, 129.0751671]","[35.07631231, 129.0751671]"
1551,35.08867785,129.0360248,"[35.08867785, 129.0360248]","[35.08867785, 129.0360248]"
1552,35.09466699,129.0488763,"[35.09466699, 129.0488763]","[35.09466699, 129.0488763]"
1553,35.06890327,129.0802838,"[35.06890327, 129.0802838]","[35.06890327, 129.0802838]"
1554,35.06812076,129.0808476,"[35.06812076, 129.0808476]","[35.06812076, 129.0808476]"
1555,35.06822433,129.080525,"[35.06822433, 129.080525]","[35.06822433, 129.080525]"
1556,35.08187855,129.0414073,"[35.08187855, 129.0414073]","[35.08187855, 129.0414073]"
1557,35.09663257,129.0624257,"[35.09663257, 129.0624257]","[35.09663257, 129.0624257]"
1558,35.09706254,129.0603426,"[35.09706254, 129.0603426]","[35.09706254, 129.0603426]"
1559,35.08167266,129.0708741,"[35.08167266, 129.0708741]","[35.08167266, 129.0708741]"
1560,35.0945493,129.0673334,"[35.0945493, 129.0673334]","[35.0945493, 129.0673334]"
1561,35.09862935,129.0566851,"[35.09862935, 129.0566851]","[35.09862935, 129.0566851]"
1562,35.07209622,129.0710636,"[35.07209622, 129.0710636]","[35.07209622, 129.0710636]"
1563,35.07115981,129.0695352,"[35.07115981, 129.0695352]","[35.07115981, 129.0695352]"
1564,35.07118563,129.0696611,"[35.07118563, 129.0696611]","[35.07118563, 129.0696611]"
1565,35.06933835,129.0641711,"[35.06933835, 129.0641711]","[35.06933835, 129.0641711]"
1566,35.07117978,129.0666321,"[35.07117978, 129.0666321]","[35.07117978, 129.0666321]"
1567,35.08571521,129.0757059,"[35.08571521, 129.0757059]","[35.08571521, 129.0757059]"
1568,35.0828379,129.0412622,"[35.0828379, 129.0412622]","[35.0828379, 129.0412622]"
1569,35.08295717,129.0412048,"[35.08295717, 129.0412048]","[35.08295717, 129.0412048]"
1570,35.08066025,129.0750312,"[35.08066025, 129.0750312]","[35.08066025, 129.0750312]"
1571,35.08378782,129.0772686,"[35.08378782, 129.0772686]","[35.08378782, 129.0772686]"
1572,35.0711788,129.0667689,"[35.0711788, 129.0667689]","[35.0711788, 129.0667689]"
1573,35.09279023,129.0384201,"[35.09279023, 129.0384201]","[35.09279023, 129.0384201]"
1574,35.09157634,129.0413435,"[35.09157634, 129.0413435]","[35.09157634, 129.0413435]"
1575,35.09084027,129.0433545,"[35.09084027, 129.0433545]","[35.09084027, 129.0433545]"
1576,35.08996788,129.043121,"[35.08996788, 129.043121]","[35.08996788, 129.043121]"
1577,35.08832491,129.0422372,"[35.08832491, 129.0422372]","[35.08832491, 129.0422372]"
1578,35.08820801,129.0420545,"[35.08820801, 129.0420545]","[35.08820801, 129.0420545]"
1579,35.08800327,129.0420672,"[35.08800327, 129.0420672]","[35.08800327, 129.0420672]"
1580,35.08244137,129.0425507,"[35.08244137, 129.0425507]","[35.08244137, 129.0425507]"
1581,35.08809849,129.0423579,"[35.08809849, 129.0423579]","[35.08809849, 129.0423579]"
1582,35.09331746,129.0651991,"[35.09331746, 129.0651991]","[35.09331746, 129.0651991]"
1583,35.08998128,129.0675994,"[35.08998128, 129.0675994]","[35.08998128, 129.0675994]"
1584,35.09604794,129.0450483,"[35.09604794, 129.0450483]","[35.09604794, 129.0450483]"
1585,35.08975715,129.0449257,"[35.08975715, 129.0449257]","[35.08975715, 129.0449257]"
1586,35.08982061,129.0450308,"[35.08982061, 129.0450308]","[35.08982061, 129.0450308]"
1587,35.08992275,129.0449937,"[35.08992275, 129.0449937]","[35.08992275, 129.0449937]"
1588,35.08694981,129.0414995,"[35.08694981, 129.0414995]","[35.08694981, 129.0414995]"
1589,35.08901244,129.0646407,"[35.08901244, 129.0646407]","[35.08901244, 129.0646407]"
1590,35.08886989,129.0717635,"[35.08886989, 129.0717635]","[35.08886989, 129.0717635]"
1591,35.08774663,129.0646701,"[35.08774663, 129.0646701]","[35.08774663, 129.0646701]"
1592,35.09253862,129.038217,"[35.09253862, 129.038217]","[35.09253862, 129.038217]"
1593,35.09123405,129.0422795,"[35.09123405, 129.0422795]","[35.09123405, 129.0422795]"
1594,35.09054965,129.0434385,"[35.09054965, 129.0434385]","[35.09054965, 129.0434385]"
1595,35.09097268,129.0436508,"[35.09097268, 129.0436508]","[35.09097268, 129.0436508]"
1596,35.09157891,129.0439887,"[35.09157891, 129.0439887]","[35.09157891, 129.0439887]"
1597,35.09252575,129.0445002,"[35.09252575, 129.0445002]","[35.09252575, 129.0445002]"
1598,35.09418397,129.0646264,"[35.09418397, 129.0646264]","[35.09418397, 129.0646264]"
1599,35.09214644,129.0659071,"[35.09214644, 129.0659071]","[35.09214644, 129.0659071]"
1600,35.09112187,129.0662374,"[35.09112187, 129.0662374]","[35.09112187, 129.0662374]"
1601,35.07090786,129.0586798,"[35.07090786, 129.0586798]","[35.07090786, 129.0586798]"
1602,35.07095646,129.0589104,"[35.07095646, 129.0589104]","[35.07095646, 129.0589104]"
1603,35.07168914,129.0620235,"[35.07168914, 129.0620235]","[35.07168914, 129.0620235]"
1604,35.07152519,129.0617834,"[35.07152519, 129.0617834]","[35.07152519, 129.0617834]"
1605,35.07288423,129.072412,"[35.07288423, 129.072412]","[35.07288423, 129.072412]"
1606,35.07271168,129.0723767,"[35.07271168, 129.0723767]","[35.07271168, 129.0723767]"
1607,35.07292393,129.0722607,"[35.07292393, 129.0722607]","[35.07292393, 129.0722607]"
1608,35.07383018,129.071687,"[35.07383018, 129.071687]","[35.07383018, 129.071687]"
1609,35.09834031,129.0566696,"[35.09834031, 129.0566696]","[35.09834031, 129.0566696]"
1610,35.09382913,129.0681073,"[35.09382913, 129.0681073]","[35.09382913, 129.0681073]"
1611,35.09520503,129.0661122,"[35.09520503, 129.0661122]","[35.09520503, 129.0661122]"
1612,35.09443279,129.0673087,"[35.09443279, 129.0673087]","[35.09443279, 129.0673087]"
1613,35.09667487,129.0625852,"[35.09667487, 129.0625852]","[35.09667487, 129.0625852]"
1614,35.09627504,129.063545,"[35.09627504, 129.063545]","[35.09627504, 129.063545]"
1615,35.09772418,129.0603067,"[35.09772418, 129.0603067]","[35.09772418, 129.0603067]"
